id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
147,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['clay', 'platelets']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
148,Water vapour permeability of poly(lactic acid) nanocomposites,packaging,"['polymer', 'nanocomposites']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
149,Water vapour permeability of poly(lactic acid) nanocomposites,packaging,"['PLA', 'composite', 'film']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
150,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['Cloisite', '20A']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
151,Water vapour permeability of poly(lactic acid) nanocomposites,packaging,"['PLA', '/', 'clay', 'nanocomposites']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
152,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['montmorillonite', 'layered', 'silicate']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
153,Water vapour permeability of poly(lactic acid) nanocomposites,packaging,"['Ingeo', '^', '™', '4060D']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
154,Water vapour permeability of poly(lactic acid) nanocomposites,packaging,['4032D'],,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
155,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['Cloisite', '^', '®', '30B']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
156,Water vapour permeability of poly(lactic acid) nanocomposites,method,"['MOCON', '(', 'Modern', 'Controls', 'Inc', '.', ',', 'USA', ')', 'Permatran-W', '@', '398']",,SYMBOLIC,2,https://doi.org/10.1016/j.memsci.2013.06.008
