,id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
453,453,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,impact_factor_component,['Polyethersulfone'],,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
454,454,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,impact_factor_component,"['MMT', 'clay']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
455,455,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,impact_factor_component,"['Dimethyl', 'formamide']",,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
456,456,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,impact_factor_component,['DMF'],,SYMBOLIC,1,https://doi.org/10.1016/j.seppur.2012.03.016
457,457,Antiplasticisation and oxygen permeability of starch–sorbitol films,impact_factor_component,['Sorbitol'],,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
458,458,Antiplasticisation and oxygen permeability of starch–sorbitol films,impact_factor_component,['plasticisers'],,SYMBOLIC,1,https://doi.org/10.1016/S0144-8617(99)00206-4
459,459,Application of bioplastics for food packaging,impact_factor_component,['bioplastics'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
460,460,Application of bioplastics for food packaging,impact_factor_component,"['biobased', 'polymers']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
461,461,Application of bioplastics for food packaging,impact_factor_component,['polymers'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
462,462,Application of bioplastics for food packaging,impact_factor_component,['plasticizers'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
463,463,Application of bioplastics for food packaging,impact_factor_component,['glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
464,464,Application of bioplastics for food packaging,impact_factor_component,['sorbitol'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
465,465,Application of bioplastics for food packaging,impact_factor_component,['PLA-coated'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
466,466,Application of bioplastics for food packaging,impact_factor_component,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
467,467,Application of bioplastics for food packaging,impact_factor_component,['nanoclays'],,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
468,468,Application of bioplastics for food packaging,impact_factor_component,"['biopolymer', 'cellulose']",,SYMBOLIC,1,https://doi.org/10.1016/j.tifs.2013.06.003
469,469,Barrier and mechanical properties of carrot puree films,impact_factor_component,"['carrot', 'puree']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
470,470,Barrier and mechanical properties of carrot puree films,impact_factor_component,"['carboxylmethyl', 'cellulose']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
471,471,Barrier and mechanical properties of carrot puree films,impact_factor_component,['CMC'],,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
472,472,Barrier and mechanical properties of carrot puree films,impact_factor_component,"['corn', 'starch']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
473,473,Barrier and mechanical properties of carrot puree films,impact_factor_component,['gelatin'],,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
474,474,Barrier and mechanical properties of carrot puree films,impact_factor_component,['Glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
475,475,Barrier and mechanical properties of carrot puree films,impact_factor_component,"['Carrot', 'puree']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
476,476,Barrier and mechanical properties of carrot puree films,impact_factor_component,"['Sodium', 'bicarbonate']",,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
477,477,Barrier and mechanical properties of carrot puree films,impact_factor_component,['glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.fbp.2010.03.012
478,478,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,"['Greaseproof', 'papers']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
479,479,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,['chitosan'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
480,480,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,['Chitosan'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
481,481,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,"['aqueous', 'chitosan', 'solution']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
482,482,Barrier and surface properties of chitosan-coated greaseproof paper,impact_factor_component,"['nitrocellulose', 'lacquer']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2006.02.005
483,483,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['chitosan', 'coated', 'polyethylene']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
484,484,Barrier properties of chitosan coated polyethylene,impact_factor_component,['PE'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
485,485,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['hydrophilic', 'chitosan', 'layer']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
486,486,Barrier properties of chitosan coated polyethylene,impact_factor_component,['polyethylene'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
487,487,Barrier properties of chitosan coated polyethylene,impact_factor_component,['Chitosan'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
488,488,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['Polyethylene', 'coating']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
489,489,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['chitosan', 'coatings']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
490,490,Barrier properties of chitosan coated polyethylene,impact_factor_component,['chitosan'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
491,491,Barrier properties of chitosan coated polyethylene,impact_factor_component,['CS'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
492,492,Barrier properties of chitosan coated polyethylene,impact_factor_component,"[',', 'low', 'density', 'polyethylene', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
493,493,Barrier properties of chitosan coated polyethylene,impact_factor_component,['LDPE'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
494,494,Barrier properties of chitosan coated polyethylene,impact_factor_component,['glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
495,495,Barrier properties of chitosan coated polyethylene,impact_factor_component,['GLY'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
496,496,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['Acetic', 'acid']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
497,497,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['hydroalcoholic', 'acid', 'chitosan', 'solution']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
498,498,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['PE', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
499,499,Barrier properties of chitosan coated polyethylene,impact_factor_component,['Glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2012.02.037
500,500,Barrier properties of model epoxy nanocomposites,impact_factor_component,['nanoplatelet'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
501,501,Barrier properties of model epoxy nanocomposites,impact_factor_component,"['ZrP', 'nanoplatelets']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
502,502,Barrier properties of model epoxy nanocomposites,impact_factor_component,['ZrP'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
503,503,Barrier properties of model epoxy nanocomposites,impact_factor_component,['monoamine'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
504,504,Barrier properties of model epoxy nanocomposites,impact_factor_component,['polyoxyalkyleneamine'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
505,505,Barrier properties of model epoxy nanocomposites,impact_factor_component,"['Jeffamine', '^', '®', 'M600']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
506,506,Barrier properties of model epoxy nanocomposites,impact_factor_component,"['tetra-n-butyl', 'ammonium', 'hydroxide']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
507,507,Barrier properties of model epoxy nanocomposites,impact_factor_component,['TBA'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
508,508,Barrier properties of model epoxy nanocomposites,impact_factor_component,"['Diglycidyl', 'ether', 'of', 'bisphenol', 'A']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
509,509,Barrier properties of model epoxy nanocomposites,impact_factor_component,['DGEBA'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
510,510,Barrier properties of model epoxy nanocomposites,impact_factor_component,"['4,4', '′', '-', 'diaminodiphenyl', 'sulfone']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
511,511,Barrier properties of model epoxy nanocomposites,impact_factor_component,['DDS'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2008.02.041
512,512,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,['clay'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
513,513,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,['nanoclay'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
514,514,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,"['polyamide', '6']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
515,515,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,['PA6'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
516,516,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,"['clay', 'mineral']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
517,517,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,"['Nanofil', '804']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
518,518,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,"['organically', 'modified', 'montmorillonite']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
519,519,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,['OMMT'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
520,520,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,"['Polyamide', 'pellets']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2007.01.030
521,521,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['low', 'density', 'polyethylene']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
522,522,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['sodium', 'ionomer', 'of', 'poly', '(', 'ethylene-co-methacrylic', 'acid', ')']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
523,523,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,['LDPE'],,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
524,524,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['organically', 'modified', 'clay']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
525,525,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['M2', '(', 'HT', ')', '2', '-', '140']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
526,526,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['sodium', 'montmorillonite']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
527,527,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['two-tailed', 'quaternary', 'ammonium', 'surfactant', ',', 'dimethyl', 'bis', '(', 'hydrogenated-tallow', ')', 'ammonium', 'chloride']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
528,528,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['M2', '(', 'HT', ')', '2', '-', '140', 'organoclay']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
529,529,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,['montmorillonite'],,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
530,530,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['Surlyn', '^', '®', 'ionomer']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2006.06.051
531,531,"Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",impact_factor_component,"['Cellulose', 'nanobiocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.02.080
532,532,"Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",impact_factor_component,"['boron', 'nitride']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.02.080
533,533,"Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",impact_factor_component,"['nano', 'boron', 'nitride']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.02.080
534,534,"Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",impact_factor_component,['BN'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.02.080
535,535,"Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",impact_factor_component,['Cellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.02.080
536,536,"Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",impact_factor_component,['cellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.02.080
537,537,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,['α-tocopherol'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
538,538,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['buthylated', 'hydroxytoluene']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
539,539,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,['BHT'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
540,540,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['polyethylene', 'glycol', '400']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
541,541,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['PEG', '400']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
542,542,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['PLA', '4000', 'resin']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
543,543,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['Polyethylene', 'glycol', '400']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
544,544,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['Buthylated', 'hydroxytoluene']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
545,545,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['2', '–', '2', '-', 'diphenyl', '-', '1', '-', 'picryhydrazyl']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
546,546,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,['DPPH'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
547,547,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,['DL-α-tocopherol'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2010.04.005
548,548,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['cellulose', 'nanocrystals']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
549,549,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['silver', 'nanoparticles']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
550,550,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Poly', '(', 'lactic', 'acid', ')', '(', 'PLA', ')', '-', 'based', 'high', 'performance', 'nano-biocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
551,551,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['Pristine'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
552,552,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['CNC'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
553,553,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['surfactant', 'modified', 'cellulose', 'nanocrystals']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
554,554,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['s-CNC'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
555,555,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['silver'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
556,556,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['Ag'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
557,557,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Poly', '(', 'lactic', 'acid', ')']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
558,558,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', '3051D']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
559,559,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', 'resin', '3051D']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
560,560,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Microcrystalline', 'cellulose']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
561,561,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['MCC'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
562,562,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Modified', 'cellulose', 'nanocrystals']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.03.025
563,563,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,impact_factor_component,"['poly-lactic', 'acid']",,SYMBOLIC,1,https://doi.org/10.1016/j.postharvbio.2015.09.022
564,564,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,impact_factor_component,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/j.postharvbio.2015.09.022
565,565,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,"['SiC', 'nanoparticles']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
566,566,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,['cellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
567,567,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,"['nano', 'SiC']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
568,568,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,['nanobiocomposites'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
569,569,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,['SiC'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
570,570,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,['Cellulose'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
571,571,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,"['Silicon', 'carbide', 'nano', 'powder']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
572,572,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",impact_factor_component,"['SiC', 'nanoparticle']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.08.035
573,573,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['corn', 'zein']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
574,574,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['soy', 'protein', 'isolate']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
575,575,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['heat', 'sealable', 'corn', 'zein']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
576,576,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,['CZ'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
577,577,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,['SPI'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
578,578,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['SPI', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
579,579,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['CZ', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
580,580,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,['glycerol'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
581,581,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,['sorbitol'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
582,582,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['polyethylene', 'glycol']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
583,583,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,['PEG'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
584,584,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['SPI', 'film', 'layers']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
585,585,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['CZ', 'solution']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2010.03.014
586,586,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,"['organo-modified', 'montmorillonite']",,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
587,587,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
588,588,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['polylactide'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
589,589,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['O-MMT'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
590,590,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['OMMTs'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
591,591,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['Polylactide'],,SYMBOLIC,1,https://doi.org/10.1016/j.clay.2011.04.023
